Nombre,Paquete de Ventas,Caracteristicas
"Lenovo IdeaPad 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15ITL6 Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Arctic Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo Legion 5 Pro Core i7 11th Gen - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 3060) 16ITH6H Gaming Laptop  (16 inch, Stingray, With MS Office)","Laptop, Power Adapter, User Guide, Warranty Documents","Stingray,Gaming Laptop,Gaming,Intel,Core i7,16 GB,DDR4,Windows 11 Home"
"Lenovo IdeaPad 3 Celeron Dual Core 4th Gen - (4 GB/256 GB SSD/Windows 11 Home) 14IGL05 Thin and Light Laptop  (14 inch, Platinum Grey, 1.5 kg, With MS Office)","Laptop, Power Adapter, User Guide, Warranty Documents","Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Celeron Dual Core,4 GB,DDR4,Windows 11 Home"
"Lenovo IdeaPad 5 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14ITL05 Thin and Light Laptop  (14 inch, Graphite Grey, With MS Office)","Laptop, Power Adapter, User Guide, Warranty Documents","Graphite Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 11 Home"
"Lenovo Yoga 6 Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home) 13ALC6 Thin and Light Laptop  (13.3 inch, Abyss Blue, 1.31 kg, With MS Office)","Laptop, Power Adapter, User Guide, Warranty Documents","Abyss Blue,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,16 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 14IML05 Thin and Light Laptop  (14 inch, Platinum Grey, With MS Office)","Laptop, Power Adapter, User Guide, Warranty Documents","Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"Lenovo Legion 5 Ryzen 5 Hexa Core 4600H - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) 15ARH05 Gaming Laptop  (15.6 inch, Phantom Black, 2.3 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Phantom Black,Gaming Laptop,Gaming, Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) 15IIL05 Laptop  (15.6 inch, Platinum Grey, 1.85 kg, With MS Office)","Laptop, Power Adapter, User Guide, Warranty Documents","Platinum Grey,Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad 5 Core i5 11th Gen - (16 GB/512 GB SSD/Windows 11 Home/2 GB Graphics) 15ITL05 Thin and Light Laptop  (15.6 inch, Graphite Grey, With MS Office)","Laptop, Power Adapter, User Guide, Warranty Documents","Graphite Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 11 Home"
"HP Ryzen 3 Hexa Core 4th Gen - (8 GB/512 GB SSD/Windows 10/4 GB Graphics/NVIDIA GeForce GTX 1650) 15-EC2008AX Gaming Laptop  (15.6 inch, Shadow Black, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Shadow Black,Gaming Laptop,Gaming,AMD,Ryzen 3 Hexa Core,8 GB,DDR4,Windows 10"
"ASUS Vivobook 15 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) X515EA-BQ522TS Laptop  (15.6 inch, Transparent Silver, 1.75 kg, With MS Office)","Laptop, Power Adaptor, User Guide","Transparent Silver,Laptop,Performance, Processing & Multitasking, Travel & Business,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"HP Pavilion Ryzen 5 Hexa Core 5500U - (8 GB/512 GB SSD/Windows 10 Home) 14-ec0035AU Thin and Light Laptop  (14 inch, Natural Silver, 1.41 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
"HP Pavilion Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-DK2012TX Gaming Laptop  (15.6 inch, Shadow Black & Ultra Violet, 2.23 kg, With MS Office)","Laptop, Power Adapter, User Guide, Warranty Documents","Shadow Black & Ultra Violet,Gaming Laptop,Gaming,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo Thinkbook Convertible Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) TB14s ITL Yoga 2 in 1 Laptop  (14 inch, Mineral Grey, 1.5 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Mineral Grey,2 in 1 Laptop,Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"Lenovo ThinkBook 13s Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Light Laptop  (13 inch, Mineral Grey, 1.26 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Mineral Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo ThinkBook 13s Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Light Laptop  (13 inch, Mineral Grey, 1.26 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Mineral Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"Lenovo Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) V15 ITL G2 Thin and Light Laptop  (15 inch, Black, 1.7 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,4 GB,DDR4,Windows 10 Home"
"Lenovo Thinkpad Ryzen 5 Hexa Core 5600U - (8 GB/512 GB SSD/DOS) E14 AMD Gen3 Thin and Light Laptop  (14 inch, Black, 1.69 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,DOS"
"Lenovo ThinkBook 13s Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Light Laptop  (13.3 inch, Mineral Grey, 2.023 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Mineral Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo ThinkBook 13s Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home) TB13s ITL Gen 2 Thin and Light Laptop  (13 inch, Mineral Grey, 1.26 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Mineral Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i7,16 GB,LPDDR4,Windows 10 Home"
"HP Pavilion Gaming Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) 15-DK2076TX Gaming Laptop  (15.6 Inch, Shadow Black & Ultra Violet, 2.23 kg, With MS Office)","Laptop, Power Adapter, User Guide, Warranty Documents","Shadow Black & Ultra Violet,Gaming Laptop,Gaming,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"Lenovo Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) V14 ITL G2 Thin and Light Laptop  (14 inch, Iron Grey, 1.6 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Iron Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"RedmiBook 15 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Thin and Light Laptop  (15.6 Inch, Charcoal Gray, 1.8 kg, With MS Office)","1 Laptop, 1 Power Adaptor, 1 Power cord, User Manual","Charcoal Gray,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10"
"Lenovo Core i3 10th Gen - (8 GB/256 GB SSD/Windows 10) 81WB011NIN Laptop  (15.6 inch, Platinum Grey, With MS Office)","Laptop, Power Adaptor, User Guide","Platinum Grey,Laptop,Everyday Use,Intel,Core i3,8 GB,DDR4,Windows 10"
"Lenovo Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) V15 -ADA Laptop  (15.6 inch, Iron Grey, 1.85 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Iron Grey,Laptop,Processing & Multitasking,AMD,Ryzen 3 Dual Core,4 GB,DDR4,Windows 10 Home"
"acer Dual Core A3020e - (4 GB/256 GB SSD/Windows 10 Home) EX215-22 Laptop  (15.6 inch, Black, 1.9 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Laptop,Everyday Use, Processing & Multitasking,AMD,Dual Core,4 GB,DDR4,Windows 10 Home"
"HP Ryzen 3 Dual Core 3250U - (8 GB/256 GB SSD/Windows 10 Home) 15s-GY0501AU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 3 Dual Core,8 GB,DDR4,Windows 10 Home"
"HP Pavilion Ryzen 7 Octa Core 5700U - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-EC0007AX Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 10 Home"
"HP Pavilion Ryzen 5 Hexa Core 5500U - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14-ec0000AX Thin and Light Laptop  (14 inch, Natural Silver, 1.41 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 5 Hexa Core,16 GB,DDR4,Windows 10 Home"
"HP HP Envy Intel EVO Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/2 GB Graphics) 13-ba1505TX Thin and Light Laptop  (13.3 inch, Natural Silver, 1.30 kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Natural Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"Lenovo Legion 5 Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/120 Hz) 15ITH6 Gaming Laptop  (15.6 inch, Phantom Blue, Shadow Black, 2.4 Kg, With MS Office)","Laptop, Power Adaptor, User Guide, Warranty Documents","Phantom Blue, Shadow Black,Gaming Laptop,Gaming, Processing & Multitasking,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad Gaming 3 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) 15IHU6 Gaming Laptop  (15.6 inch, Shadow Black, 2.25 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Shadow Black,Gaming Laptop,Gaming,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad 5 Pro Core i5 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14ITL6 Thin and Light Laptop  (14 Inch, Storm Grey, 1.41 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Storm Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 15IML05 Thin and Light Laptop  (15.6 Inch, Platinum Grey, 1.7 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad Flex 3 Chromebook Celeron Dual Core - (4 GB/128 GB EMMC Storage/Chrome OS) CB 11IJL6 Chromebook  (11.6 inch, Arctic Grey, 1.25 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Arctic Grey,Chromebook,Processing & Multitasking,Intel,Celeron Dual Core,4 GB,LPDDR4X,Chrome"
"Lenovo IdeaPad 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 15IML05 Thin and Light Laptop  (15.6 Inch, Platinum Grey, 1.7 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050ti/165 Hz) PH315-54 Gaming Laptop  (15.6 inch, Abyssal Black, 2.3 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Abyssal Black,Gaming Laptop,Gaming,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"ASUS VivoBook 15 (2022) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,4 GB,DDR4,Windows 10 Home"
"acer Predator Helios 300 Core i7 11th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050ti/165 Hz) PH315-54 Gaming Laptop  (15.6 inch, Abyssal Black, 2.3 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Abyssal Black,Gaming Laptop,Gaming,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"ASUS VivoBook 15 (2022) Core i3 11th Gen - (4 GB/256 GB SSD/Windows 10 Home) X515EA-EJ302TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,4 GB,DDR4,Windows 10 Home"
"ASUS Zenbook 14 (2021) Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX425EA-KI501TS Thin and Light Laptop  (14 inch, Pine Grey, 1.17 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Pine Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,LPDDR4X,Windows 10 Home"
"ASUS VivoBook 15 (2022) Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) X515EA-EJ502TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS Ryzen 3 Dual Core 3250U 3rd Gen - (8 GB/256 GB SSD/Windows 10 Home) M515DA-BQ322TS Thin and Light Laptop  (15.6 inch, Transparent Silver, 1.80 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Transparent Silver,Thin and Light Laptop,Processing & Multitasking,AMD,Ryzen 3 Dual Core,8 GB,DDR4,Windows 10 Home"
"acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/Windows 10 Home) A514-54 Thin and Light Laptop  (14 inch, Pure Silver, 1.55 kg)","Laptop, Power Adapter, User Guide, Warranty Documents","Pure Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"acer Aspire 3 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) A315-23 Notebook  (15.6 inch, Pure Silver, 1.9 Kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Pure Silver,Notebook,Everyday Use, Processing & Multitasking,AMD,Ryzen 5 Quad Core,8 GB,DDR4,Windows 10 Home"
"acer Aspire 5 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 11 Home) A515-56-51EV Thin and Light Laptop  (15.6 inch, Pure Silver, 1.65 kg, With MS Office)","Laptop, Power Adapter, User Guide, Warranty Documents","Pure Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 11 Home"
"acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home) A515-56 Thin and Light Laptop  (15.6 inch, Pure Silver, 1.65 kg, With MS Office)","Laptop, Power Adapter, User Guide, Warranty Documents","Pure Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"acer Aspire 5 Core i5 11th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 11 Home) A515-56-56LN Thin and Light Laptop  (15.6 inch, Pure Silver, 1.65 kg, With MS Office)","Laptop, Power Adapter, User Guide, Warranty Documents","Pure Silver,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 11 Home"
"ASUS TUF Gaming A15 Ryzen 7 Octa Core 4800H - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) FA566IC-HN008T Gaming Laptop  (15.6 inch, Eclipse Gray, 2.30 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Eclipse Gray,Gaming Laptop,Gaming,AMD,Ryzen 7 Octa Core,8 GB,DDR4,Windows 10 Home"
"ASUS Strix G15 Ryzen 7 Octa Core AMD Ryzen™ 7 4800H 4th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/144 Hz) G513IH-HN084TS Gaming Laptop  (15.6 inch, Black, 2.30 Kg, With MS Office)","Laptop, Power Adaptor","Black,Gaming Laptop,Gaming, Processing & Multitasking, Performance,AMD,Ryzen 7 Octa Core,8 GB,DDR4,Windows 10 Home"
"acer Travelmate Core i5 11th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home) TravelMate P214-53 Thin and Light Laptop  (14 inch, Black, 1.68 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Black,Thin and Light Laptop,Everyday Use, Processing & Multitasking, Travel & Business,Intel,Core i5,16 GB,DDR4,Windows 10 Home"
"DELL Core i3 11th Gen - (8 GB/256 GB SSD/Windows 10) Inspiron 5410 2 In1 2 in 1 Laptop  (14 Inch, Platinum Silver, 1.56 kg, With MS Office)","Laptop, Active Pen, battery, adapter, cables and user manuals","Platinum Silver,2 in 1 Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10"
"ASUS Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) X409FA-BV301T Thin and Light Laptop  (14 inch, Slate Grey, 1.60 kg)","Laptop, Power Adaptor, User Guide","Slate Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,4 GB,DDR4,Windows 10 Home"
"Lenovo IdeaPad 3 Core i3 10th Gen - (8 GB/256 GB SSD/Windows 11 Home) 15IML05 Thin and Light Laptop  (15.6 Inch, Platinum Grey, 1.7 kg, With MS Office)","Laptop, battery, adapter, cables and user manuals","Platinum Grey,Thin and Light Laptop,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 11 Home"
"Lenovo IdeaPad 3 Chromebook Celeron Dual Core - (4 GB/64 GB EMMC Storage/Chrome OS) CB 11IGL05 Chromebook  (11.6 Inch, Onyx Black, 1.12 kg)","Laptop, battery, adapter, cables and user manuals","Onyx Black,Chromebook,Processing & Multitasking,Intel,Celeron Dual Core,4 GB,LPDDR4,Chrome"
"ASUS Rog Strix G15 Ryzen 9 Octa Core AMD Ryzen™ 9 5900H Processor 3.0 GHz (16M Cache, up to 4.6 GHz) 5th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050Ti/300 Hz) G513QE-HF146T Gaming Laptop  (15.6 inch, Electro Punk, 2.30 Kg)","Laptop, Power Adaptor, User Guide, Mouse(ROG P512), Mouse Pad(ROG)","Electro Punk,Gaming Laptop,Gaming, Processing & Multitasking, Performance,AMD,Ryzen 9 Octa Core,16 GB,DDR4,Windows 10 Home"
"MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-639IN Notebook  (14 inch, Carbon Grey, 1.3 Kg)","Laptop, Battery, Power Adapter, User Guide","Carbon Grey,Notebook,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"MSI Modern 14 Core i3 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) B11MOU-477IN Notebook  (14 inch, Carbon Grey, 1.3 Kg)","Laptop, Battery, Power Adapter, User Guide","Carbon Grey,Notebook,Processing & Multitasking,Intel,Core i3,8 GB,DDR4,Windows 10 Home"
"MSI Modern 14 Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU-473IN Notebook  (14 inch, Carbon Grey, 1.3 Kg)","Laptop, Battery, Power Adapter, User Guide","Carbon Grey,Notebook,Processing & Multitasking,Intel,Core i7,8 GB,DDR4,Windows 10 Home"
"MSI Modern 14 Core i7 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Modern 14 B11SBU-496IN Notebook  (14 inch, Carbon Grey, 1.3 Kg)","Laptop, Battery, Power Adapter, User Guide","Carbon Grey,Notebook,Processing & Multitasking,Intel,Core i7,8 GB,DDR4,Windows 10 Home"
"MSI Modern 14 Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B11MOU-637IN Thin and Light Laptop  (14 inch, Carbon Gray, 1.3 kg)","Laptop, battery, power adapter, user guide","Carbon Gray,Thin and Light Laptop,Processing & Multitasking,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS ASUS TUF Gaming Core i5 11th Gen - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) FX506HCB-HN228T Gaming Laptop  (15.6 inch, Graphite Black, 2.30 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Graphite Black,Gaming Laptop,Gaming,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS ASUS TUF Gaming Core i5 11th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) FX706HCB-HX162T Gaming Laptop  (17.3 inch, Graphite Black, 2.60 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Graphite Black,Gaming Laptop,Gaming,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS ASUS TUF Gaming Core i7 11th Gen - (16 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) FX506HCB-HN225T Gaming Laptop  (15.6 inch, Graphite Black, 2.30 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Graphite Black,Gaming Laptop,Gaming,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"ASUS Vivobook Gaming Core i5 10th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) F571LH-BQ429T Gaming Laptop  (15.6 inch, Star Black, 2.14 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Star Black,Gaming Laptop,Gaming,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS Vivobook Gaming Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) F571GT-HN1062T Gaming Laptop  (15.6 inch, Star Black, 2.14 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Star Black,Gaming Laptop,Gaming,Intel,Core i5,8 GB,DDR4,Windows 10 Home"
"ASUS Vivobook Gaming Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) F571LH-BQ436T Gaming Laptop  (15.6 inch, Star Black, 2.14 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Star Black,Gaming Laptop,Gaming,Intel,Core i7,8 GB,DDR4,Windows 10 Home"
"ASUS ROG Zephyrus G14 Ryzen 7 Octa Core 4800HS - (8 GB/1 TB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) GA401IHR-K2066TS Gaming Laptop  (14 inch, Eclipse Gray, 1.60 Kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Eclipse Gray,Gaming Laptop,Processing & Multitasking,AMD,Ryzen 7 Octa Core,8 GB,LPDDR4X,Windows 10 Home"
"ASUS Vivobook Gaming Core i7 10th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650/120 Hz) F571LH-AL434T Gaming Laptop  (15.6 inch, Star Black, 2.14 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Star Black,Gaming Laptop,Gaming,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"ASUS ASUS TUF Gaming Core i7 11th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050) FX706HCB-HX191T Gaming Laptop  (17.3 inch, Graphite Black, 2.60 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Graphite Black,Gaming Laptop,Gaming,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"ASUS ASUS TUF Gaming Ryzen 7 Octa Core 4800H - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce RTX 3050/144 Hz) FA766IC-HX005T Gaming Laptop  (17.3 inch, Eclipse Gray, 2.60 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Eclipse Gray,Gaming Laptop,Gaming,AMD,Ryzen 7 Octa Core,16 GB,DDR4,Windows 10 Home"
"ASUS ROG Zephyrus G15 Ryzen 9 Octa Core 5900HS - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA GeForce RTX 3060/165 Hz) GA503QM-HQ173TS Gaming Laptop  (15.6 inch, Eclipse Gray, 1.90 Kg, With MS Office)","Laptop, Battery, Adapter, Cables and User Manuals","Eclipse Gray,Gaming Laptop,Gaming, Processing & Multitasking,AMD,Ryzen 9 Octa Core,16 GB,DDR4,Windows 10 Home"
"ASUS Vivobook Gaming Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA GeForce GTX 1650) F571LH-BQ435T Gaming Laptop  (15.6 inch, Star Black, 2.14 kg)","Laptop, Power Adaptor, User Guide, Warranty Documents","Star Black,Gaming Laptop,Gaming,Intel,Core i7,16 GB,DDR4,Windows 10 Home"
"ASUS Ryzen 5 Hexa Core - (8 GB/512 GB HDD/512 GB SSD/Windows 10 Home) M515UA-BQ512TS Laptop  (15.6 inch, Transparent Silver, 1.6 kg, With MS Office)","Laptop, Power Adaptor, User Guide","Transparent Silver,Laptop,Everyday Use, Processing & Multitasking, Performance, Entertainment,AMD,Ryzen 5 Hexa Core,8 GB,DDR4,Windows 10 Home"
